,username,date,tweet,language,hashtags
1271,narendramodi,2020-01-01,Great work by our young students.  Such efforts will increase awareness on reducing single use plastic.,en,[]
1272,narendramodi,2020-01-01,Very good!  Have a wonderful 2020 and keep discovering different parts of #IncredibleIndia.,en,['incredibleindia']
1273,narendramodi,2020-01-01,Excellent!   Continue this momentum in 2020.  Also urge others to travel to 15 places across India.,en,[]
1274,narendramodi,2020-01-01,Happy to know.  Please thank your Mother on my behalf.,en,[]
1275,narendramodi,2020-01-01,Birthday wishes to the hardworking CM of Manipur Shri @NBirenSingh Ji. He has been energetically serving Manipur and fulfilling dreams of the state’s youth. May he lead a long and healthy life.,en,[]
1270,narendramodi,2020-01-01,Done so. Have a great year ahead :),en,[]
1277,narendramodi,2020-01-01,"On 15th August 2019, from the ramparts of the Red Fort, I announced that India will have a Chief of Defence Staff. This institution carries tremendous responsibility of modernizing our military forces. It would also reflect the hopes and aspirations of 1.3 billion Indians.",en,[]
1276,narendramodi,2020-01-01,Creation of the Department of Military Affairs with requisite military expertise and institutionalisation of the post of CDS is a momentous and comprehensive reform that will help our country face the ever-changing challenges of modern warfare.,en,[]
1279,narendramodi,2020-01-01,"I am delighted that as we begin the new year and new decade, India gets its first Chief of Defence Staff in General Bipin Rawat. I congratulate him and wish him the very best for this responsibility. He is an outstanding officer who has served India with great zeal.",en,[]
1278,narendramodi,2020-01-01,"As the first CDS takes charge, I pay homage to all those who have served and laid down their lives for our nation. I recall the valiant personnel who fought in Kargil, after which many discussions on reforming our military began, leading to today’s historic development.",en,[]
1254,narendramodi,2020-01-02,DRDO has many bright minds associated with it.   An organisation like DRDO can make rich contributions to the global security apparatus.  https://t.co/yc6THka7JY,en,[]
1255,narendramodi,2020-01-02,"Furthering innovation among youngsters.   In Bengaluru, I had the honour of dedicating to the nation five labs for our young scientists.   Located in different parts of India, these labs will have a very positive impact as far as improving research in science is concerned.  https://t.co/HfzqRyRTSr",en,[]
1256,narendramodi,2020-01-02,Our Government has taken a series of steps towards a vibrant fisheries sector.  https://t.co/hqptoxDk9U,en,[]
1257,narendramodi,2020-01-02,The NDA Government is fortunate to have been able to take numerous decisions for farmer welfare.  https://t.co/2M0rLjfgrY,en,[]
1258,narendramodi,2020-01-02,Today is a very special day!   The number of beneficiaries of PM-Kisan Yojana crossed the 8 crore mark.   This initiative is dedicated to the empowerment of our industrious farmers.  https://t.co/aLU5PYGbE5,en,[]
1259,narendramodi,2020-01-02,My three requests to citizens:  Focus on Fundamental Duties in addition to the Rights as enshrined in our Constitution.   Conservation of the environment.   Spread awareness and work towards water conservation.  https://t.co/RQSvh79ZiZ,en,[]
1260,narendramodi,2020-01-02,"CAA manifests India’s ethos of harmony and compassion.   Sadly, the vested interest groups opposing the Act are now protesting against India’s Parliament.  https://t.co/P0cLCLN34T",en,[]
1261,narendramodi,2020-01-02,Laid the foundation stone for a grand museum in honour of His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu who lives on in the hearts and minds of countless people.  https://t.co/I0hZExUlR9,en,[]
1264,narendramodi,2020-01-02,"It was an honour to have visited the Sree Siddaganga Mutt in Tumakuru. Over the last several years, this Mutt has made a mark for its exceptional service. Their work towards educating and empowering the poor is noteworthy.  https://t.co/TulxeDVXsy",en,[]
1265,narendramodi,2020-01-02,I thank my sisters and bothers of Tumakuru for the warm welcome.  https://t.co/fBF4LBvgy8,en,[]
1266,narendramodi,2020-01-02,Addressing a programme at DRDO in Bengaluru. Watch.  https://t.co/vTSJDXTkSg,en,[]
1267,narendramodi,2020-01-02,Addressing a public meeting in Tumakuru.  https://t.co/vBIUGp0cDg,en,[]
1268,narendramodi,2020-01-02,Feeling blessed to be at the Sree Siddaganga Mutt. Watch.  https://t.co/HOKtC4Ih48,en,[]
1248,narendramodi,2020-01-03,"Sectors where the application of science, technology and innovation will lead to transformative outcomes:  Agriculture.   Healthcare, especially boosting @makeinindia.   Water conservation.  https://t.co/ZbLHjSSqda",en,[]
1249,narendramodi,2020-01-03,Invigorating governance with latest technology has numerous benefits.  https://t.co/30475jrNRL,en,[]
1252,narendramodi,2020-01-03,Addressing the Indian Science Congress in Bengaluru.  https://t.co/6w9yw8jrpU,en,[]
1251,narendramodi,2020-01-03,A roadmap for India’s bright young scientists.   Innovate.  Patent.  Produce.  Prosper.  https://t.co/j2PwuWn4Wf,en,[]
1250,narendramodi,2020-01-03,"At the core of our vision for New India is technology and logical temperament, which will add strength to our growth trajectory.  https://t.co/T3ozxIYQwQ",en,[]
1247,narendramodi,2020-01-04,"Today, we mark World Braille Day and reiterate our commitment towards ensuring enhanced communication mechanisms for the blind and partially sighted.   I am also delighted to share that @examwarriors is now available in Braille!   Happy studying. 👍",en,[]
1246,narendramodi,2020-01-05,"Greetings to Dr. Murli Manohar Joshi Ji on his birthday. Joshi Ji has made an indelible contribution to our country during his long years in politics, Parliament and as a Minister. He is unwavering when it comes to safeguarding national interests and furthering national progress.",en,[]
1245,narendramodi,2020-01-05,"I consider myself fortunate to have got the opportunity to work with Dr. Joshi for many years. Like me, several Karyakartas learnt so much from him. His role in strengthening the Party is extremely valuable. I pray for Dr. Joshi’s long and healthy life.",en,[]
1244,narendramodi,2020-01-05,Called on Dr. Murli Manohar Joshi Ji and greeted him on his birthday.  https://t.co/QbsdpLfxDM,en,[]
1243,narendramodi,2020-01-06,Congratulations to Kirloskar Brothers Limited for their centenary celebrations. @KBLPumps  https://t.co/Dya6D1dn3F,en,[]
1242,narendramodi,2020-01-06,"On his birthday, my greetings and best wishes to the dynamic CM of Himachal Pradesh, @jairamthakurbjp Ji. He has done commendable work for the state’s transformation across many spheres. Wishing him a long and healthy life.",en,[]
1241,narendramodi,2020-01-06,"Happy to have met Singapore’s Senior Minister and Coordinating Minister for Social Policies, Mr. @Tharman_S. We talked about numerous policy related subjects.  https://t.co/mtMEFr7WSL",en,[]
1240,narendramodi,2020-01-06,"It was a delight to meet your family and you, @themohanbabu.   We had very good discussions on many issues including the importance of cinema and how we can deepen cultural linkages between people.  https://t.co/5jH0wQnlmb",en,[]
1239,narendramodi,2020-01-06,India’s entrepreneurial zeal will play a vital role in shaping the coming decade.  https://t.co/bAJJZcP7OC,en,[]
1238,narendramodi,2020-01-06,"Governance in the last five years has been characterised by:  Reform with Intent,  Perform with Integrity,  Transform with Intensity,  Process Driven and Professional Governance.  https://t.co/BSCk6at5vB",en,[]
1237,narendramodi,2020-01-06,"Among the many success stories related to governance in the last few years, here are two interesting ones...  https://t.co/bhroFF6RL6",en,[]
1236,narendramodi,2020-01-07,Extremely saddened by the passing away of Lt Gen PN Hoon (retd). He served India with utmost dedication and contributed significantly towards making our nation stronger and more secure. My thoughts are with his family and friends in this sad hour. Om Shanti.,en,[]
1235,narendramodi,2020-01-08,The Union Budget represents the aspirations of 130 crore Indians and lays out the path towards India’s development.   I invite you all to share your ideas and suggestions for this year’s Budget on MyGov.,en,[]
1234,narendramodi,2020-01-08,Had an excellent meeting with Mr.  Timothy Geithner. We talked about numerous issues relating to economic as well as development related policies.  https://t.co/xabnU9V057,en,[]
1232,narendramodi,2020-01-09,"Unwavering in our commitment to become a five trillion dollar economy!  Today, had in-depth consultations with economists, business leaders and policy experts from various fields on diverse range of subjects. Such synergy augurs well for national progress.  https://t.co/KItYkgLxeO",en,[]
1231,narendramodi,2020-01-09,"Interacted with Nobel laureate Richard Thaler. Got to know interesting aspects of his work. We also discussed aspects relating to Nudge Theory and how nudging on cleanliness, ‘Give It Up’ and digital transactions has led to immense transformations in India.  https://t.co/giwSdpzji9",en,[]
1233,narendramodi,2020-01-09,Greetings to EAM @DrSJaishankar Ji on his birthday. Dr. Jaishankar has distinguished himself as an outstanding civil servant and strategic mind. He is energetically working towards further strengthening India’s foreign policy. Wishing him a long &amp; healthy life in India’s service.,en,[]
1230,narendramodi,2020-01-10,"On the special occasion of his 80th birthday, greetings to the versatile K. J. Yesudas Ji. His melodious music and soulful renditions have made him popular across all age groups. He has made valuable contributions to Indian culture. Wishing him a long and healthy life.",en,[]
1216,narendramodi,2020-01-11,"The iconic Rabindra Setu will now be lit up, adding to its charm.  https://t.co/l3FTsfeH2L",en,[]
1217,narendramodi,2020-01-11,The great land of Bengal has provided intellectual leadership to our nation.  https://t.co/59oeHXVzSH,en,[]
1218,narendramodi,2020-01-11,"India’s history isn’t merely about battles and power struggles.   Every part of India has unique art, culture and music.   Our land has produced outstanding Saints, seers and social reformers who have led extraordinary changes in society.  https://t.co/1j7yBK5lJS",en,[]
1219,narendramodi,2020-01-11,"Iconic words of Gurudev Tagore, which aptly describe India’s greatness.  https://t.co/KpNq0GKbOB",en,[]
1220,narendramodi,2020-01-11,"Today, from the Old Currency Building in Kolkata, dedicated heritage buildings to the nation.   Such efforts are vital to connect our youth with our priceless heritage.  https://t.co/f10MWeqXPu",en,[]
1221,narendramodi,2020-01-11,"After the programmes in Kolkata, on the way to Belur Math by boat. Have a look at the beautiful Rabindra Setu!  https://t.co/vJsq8JSQ7J",en,[]
1215,narendramodi,2020-01-11,Special moments from the Belur Math. 🙏🏼  https://t.co/XcgQ6gAt4A,en,[]
1225,narendramodi,2020-01-11,"Yet, there will be a void too! The person who taught me the noble principle of ‘Jan Seva Hi Prabhu Seva’, the venerable Swami Atmasthananda Ji will not be there. It is unimaginable to be at the Ramakrishna Mission and not have his august presence!",en,[]
1226,narendramodi,2020-01-11,I am excited to be in West Bengal today and tomorrow. I am delighted to be spending time at the Ramakrishna Mission and that too when we mark Swami Vivekananda’s Jayanti. There is something special about that place.,en,[]
1227,narendramodi,2020-01-11,Sultan Qaboos was a true friend of India and provided strong leadership for developing a vibrant strategic partnership between India and Oman. I will always cherish the warmth and affection I received from him. May his soul rest in peace.,en,[]
1228,narendramodi,2020-01-11,I am deeply saddened to learn about the passing away of His Majesty Sultan Qaboos bin Said al Said. He was a visionary leader and statesman who transformed Oman into a modern and prosperous nation. He was a beacon of peace for our region and the world.  https://t.co/7QnGhM5lNA,en,[]
1222,narendramodi,2020-01-11,"Glad to be in Kolkata, a dynamic and energetic city. Addressing a programme.  https://t.co/Opl7D6i7wm",en,[]
1202,narendramodi,2020-01-12,Sharing my message for the National Youth Festival in Lucknow. Highlighted a variety of issues including the thoughts of Swami Vivekananda and our Government’s efforts towards empowering India’s youth.  https://t.co/SQ29QqmNNH,en,[]
1203,narendramodi,2020-01-12,India has millennia old relations with Oman. We look forward to working hand in hand with HM Sayyid Haitham to further strengthen our strategic partnership.,en,[]
1204,narendramodi,2020-01-12,"I heartily congratulate HM Sayyid Haitham bin Tariq al Said on taking over as Sultan of Oman.  I am confident that under his leadership, Oman will continue to progress and prosper and contribute to global peace.",en,[]
1205,narendramodi,2020-01-12,"Celebrating the extraordinary contribution of those who worked round the clock to make the Kolkata Port a leading one   Glad to have honoured two individuals, both above the age of 100, who worked in the Port.  https://t.co/aKsVRZEb8F",en,[]
1206,narendramodi,2020-01-12,The Central Government is leaving no stone unturned for West Bengal’s development.   I urge the West Bengal Government to participate in Ayushman Bharat and PM Kisan Yojana. Let there be no politics on development issues.  https://t.co/p1Ym6mmL7r,en,[]
1209,narendramodi,2020-01-12,Spoke to my young friends on an issue that has become a subject of great discussion.   Do hear.  https://t.co/fEG0KOVBLV,en,[]
1208,narendramodi,2020-01-12,Sharing some glimpses from the programme marking 150 years of the Kolkata Port.  https://t.co/yBSNwuld5O,en,[]
1210,narendramodi,2020-01-12,Swami Vivekananda had unparalleled faith in the youth.   It is our youth that will power India’s growth trajectory in the times to come.  https://t.co/Fqj1xQpayj,en,[]
1211,narendramodi,2020-01-12,Marking 150 years of Kolkata Port. Watch.  https://t.co/gGycbT48P9,en,[]
1212,narendramodi,2020-01-12,"The thoughts of Sri Ramakrishna emphasise on furthering harmony and compassion. He believed that a great way to serve God is to serve people, especially the poor and downtrodden.   At the Belur Math this morning, I paid tributes to Sri Ramakrishna.  https://t.co/Es9vPSH80q",en,[]
1213,narendramodi,2020-01-12,"Swami Vivekananda lives in the hearts and minds of crores of Indians, especially the dynamic youth of India for whom he has a grand vision.   Today, on Vivekananda Jayanti and National Youth Day I am at the Belur Math, including the room where Swami Ji meditated.  https://t.co/UeWQkUk94C",en,[]
1207,narendramodi,2020-01-12,"Today, as we aim to further port-led development, we remember the contribution of two leading lights:  Dr. Syama Prasad Mookerjee.   Dr. Babasaheb Ambedkar.   These stalwarts toiled to further industrial growth, labour welfare and effectively harness water resources.  https://t.co/jrgwMpnWk8",en,[]
1195,narendramodi,2020-01-14,Vibrant and colourful Uttarayan celebrations at the ‘Statue of Unity.’ Have a look...  https://t.co/jz246L3uqX,en,[]
1199,narendramodi,2020-01-14,Greetings on Uttarayan!  https://t.co/GvLdUX0P2n,en,[]
1197,narendramodi,2020-01-14,"Attended the @raisinadialogue in New Delhi. Over the years, this has emerged as a vibrant forum for discussing important global and strategic issues. I also had the opportunity to meet leaders who are great friends of our nation.  https://t.co/hlVk2RRXkw",en,[]
1198,narendramodi,2020-01-14,"Here is my message at the programme marking 50 years of Thuglak. Paid tributes to the versatile and indomitable Cho, highlighted how the spirit of 130 crore Indians is powering transformations and some of the Centre’s efforts for Tamil Nadu’s progress.    https://t.co/6mnUz0wZsO",en,[]
1196,narendramodi,2020-01-14,"This year’s first #MannKiBaat will be held on a very special day, the 26th of January!  Share your special ideas for this special episode. Record your message on 1800-11-7800. You can also write on MyGov or the NaMo App.  https://t.co/jpfB0MSPam",en,['mannkibaat']
1192,narendramodi,2020-01-15,Greetings on Pongal!  https://t.co/gqDW7HIZ8Y,en,[]
1190,narendramodi,2020-01-15,"Our Army is known for its valour and professionalism. It is also respected for its humanitarian spirit. Whenever people have needed help, our Army has risen to the occasion and done everything possible!   Proud of our Army.  I pray for the good health of Shamima and her child.",en,[]
1189,narendramodi,2020-01-15,"Today, on Army Day, attended the ‘At Home’ reception hosted by the Chief of Army Staff.  https://t.co/wjtXHB1aPV",en,[]
1193,narendramodi,2020-01-15,Best wishes on the special occasion of Magh Bihu.  https://t.co/4nxCZWZ5IK,en,[]
1187,narendramodi,2020-01-16,"I bow to the great Thiruvalluvar on his Jayanti. His rich thoughts and literary works give strength to millions. He inspires us to work towards social equality, justice and compassion.",en,[]
1186,narendramodi,2020-01-16,Speaking on 'Globalising Indian Thought.' Watch  https://t.co/Ta82teOBXS,en,[]
1185,narendramodi,2020-01-16,Committed to the development of the Northeast and it’s citizens!  Today’s agreement will greatly help the Bru-Reang refugees. They will also benefit from numerous development schemes.   A special day indeed.    https://t.co/jzlExPyjfB,en,[]
1184,narendramodi,2020-01-18,Anguished by the passing away of Shri Ashwini Kumar Chopra Ji. He will be remembered for his contribution to the media world. He worked diligently as a public representative and undertook many community welfare initiatives. My thoughts are with his family and friends. Om Shanti.,en,[]
1183,narendramodi,2020-01-18,The news of @AzmiShabana Ji’s injury in an accident is distressing. I pray for her quick recovery.,en,[]
1182,narendramodi,2020-01-19,"11 AM, 20th January...  We will once again have extensive discussions and insightful conversations on a wide range of subjects relating to examinations, especially how to remain happy as well as stress free during exam season.  Inviting you all to join ‘Pariksha Pe Charcha 2020’!",en,[]
1181,narendramodi,2020-01-19,"In the run up to ‘Pariksha Pe Charcha 2020’, lakhs of students, parents and teachers shared their inputs and suggestions. These are extremely valuable, giving insights into the pressing issues when it comes to exam preparation, the exam itself and the time after examinations.",en,[]
1180,narendramodi,2020-01-19,"Discussion on exams, @examwarriors and the ‘Pariksha Pe Charcha’ are a part of an endeavour to support our dynamic students and assure them that we are all with them as they prepare for their exams.   See you tomorrow at PPC 2020!",en,[]
1165,narendramodi,2020-01-20,"I thank my young friends, their parents and outstanding teachers for joining today’s ‘Pariksha Pe Charcha.’  Being among youngsters is wonderful.  Sharing pictures from the occasion.  https://t.co/FgWxF9Fr79",en,[]
1169,narendramodi,2020-01-20,"Technology and gadgets- boon or bane?  A topic with strong views on both sides…  This is what we discussed about technology during ‘Pariksha Pe Charcha.’  And yes, I also have a special request…   https://t.co/CInw83QQmd",en,[]
1166,narendramodi,2020-01-20,"As an early riser (by habit) and a late sleeper (due to work), I am not the ideal person to talk about sleep habits and what time to study but on the request of my young friends, I shared my views on the subject...   https://t.co/5bimhTosMk",en,[]
1167,narendramodi,2020-01-20,The big burden of expectations and how our youth could deal with it…  https://t.co/egTiK9UwhS,en,[]
1168,narendramodi,2020-01-20,I am pleased that my young friend from Arunachal Pradesh asked me a question on Fundamental Duties.  You must hear this conversation…   https://t.co/nyFOZ3TulW,en,[]
1170,narendramodi,2020-01-20,India’s youth is passionate and talented.   Their passion cannot become a fashion statement for parents!   May our youngsters pursue academic interests and co-curriuclar activities with the same vigour.    https://t.co/sRxNG2T18M,en,[]
1177,narendramodi,2020-01-20,Congratulations to Shri @JPNadda Ji on being elected @BJP4India President. Wishing him the very best for his tenure. Nadda Ji is a dedicated and disciplined Karyakarta who has worked for years to strengthen the party at the grassroots. His affable nature is also known to all.,en,[]
1172,narendramodi,2020-01-20,"Exams means mood off…  A simple question by my young friends, to which I talked about motivation, demotivation and two famous cricketing examples.  Do hear…    https://t.co/XJDsx3ykQZ",en,[]
1174,narendramodi,2020-01-20,Speaking at the BJP headquarters in Delhi. Watch.  https://t.co/E61B7OHSP8,en,[]
1175,narendramodi,2020-01-20,"I do not think words can do justice to the rich contribution of @AmitShah Ji as @BJP4India President. During his Presidency, BJP got opportunities to serve in several parts of India. We also got our highest ever tally in a Parliamentary election. He is an outstanding Karyakarta.",en,[]
1176,narendramodi,2020-01-20,"Be it as a young Party Karyakarta, MLA, Minister in Himachal Pradesh or Organisational duties at the Centre, MP and Union Minister, @JPNadda Ji has added value to any responsibility he has held.  Am sure @BJP4India will scale newer heights during his Presidency.",en,[]
1178,narendramodi,2020-01-20,Amazing #ParikshaPeCharcha2020 programme. Watch.  https://t.co/t3S6ckqrX1,en,['parikshapecharcha2020']
1171,narendramodi,2020-01-20,"A few marks cannot define success and failure.  The world has changed a lot.  Opportunities are numerous.  Find your real calling, pursue it vigorously!  https://t.co/fWBXmMtjRe",en,[]
1179,narendramodi,2020-01-20,Eagerly awaiting today’s #ParikshaPeCharcha2020!   It is always a delight to connect with India’s youth. Their energy and vibrancy are unparalleled.   Today we would talk about numerous subjects relating to exams and even life beyond exams.   Do watch this programme.  https://t.co/cP5MDMTGDs,en,['parikshapecharcha2020']
1160,narendramodi,2020-01-21,I congratulate the people of India and Nepal on the inauguration of the second Integrated Check Post at Jogbani-Biratnagar.   This check post will further improve cultural as well as commercial linkages between India and Nepal. @PM_Nepal  https://t.co/l2UXLZRFmx,en,[]
1161,narendramodi,2020-01-21,Boosting friendship with Nepal. Watch.  https://t.co/tVLuJcCMcO,en,[]
1163,narendramodi,2020-01-21,"Best wishes to the people of Meghalaya on their Statehood Day. The people of Meghalaya are known for their kind and compassionate nature. From sports, music to conservation of nature, there is much to learn from them. Praying for Meghalaya’s development in the coming years.",en,[]
1164,narendramodi,2020-01-21,"On Manipur’s Statehood Day, my greetings to the people of the wonderful state. Manipur is known for its vibrant culture. People from Manipur have made a mark in various fields. May the state keep progressing in the years ahead.",en,[]
1162,narendramodi,2020-01-21,Statehood Day greetings to my sisters and brothers of Tripura. We are proud of Tripura’s exemplary traditions and contribution to national development. It’s people are known for their industrious nature. I pray for the continued prosperity and well-being of Tripura’s citizens.,en,[]
1159,narendramodi,2020-01-22,"Exams, motivation, demotivation, importance of co-curricular activities and more...  Do hear ‘Pariksha Pe Charcha 2020’ in your own language!  https://t.co/sCnEUvQ6uM",en,[]
1158,narendramodi,2020-01-22,"We had an excellent Pragati Session today, during which a wide range of policy initiatives and development projects were discussed.    https://t.co/irL4IeCQ9P",en,[]
1157,narendramodi,2020-01-22,"In line with our focus on speedy and timely completion of projects, we reviewed eleven key projects.  There were also discussions on aspects relating to the insurance schemes under DFS.   Outcomes from today’s discussions will benefit 130 crore Indians, especially the poor.",en,[]
1156,narendramodi,2020-01-23,"On 23rd January 1897, Janakinath Bose wrote in his diary, “A son was born at midday.”  This son became a valorous freedom fighter and thinker who devoted his life towards one great cause- India’s freedom.   I refer to Netaji Bose, who we proudly remember on his Jayanti today.  https://t.co/wp3UjudKJ4",en,[]
1155,narendramodi,2020-01-23,India will always remain grateful to Netaji Subhas Chandra Bose for his bravery and indelible contribution to resisting colonialism. He stood up for the progress and well-being of his fellow Indians.  https://t.co/otUlFanULs,en,[]
1154,narendramodi,2020-01-23,"Tributes to the great Balasaheb Thackeray on his Jayanti. Courageous and indomitable, he never hesitated from raising issues of public welfare. He always remained proud of Indian ethos and values. He continues to inspire millions.",en,[]
1112,narendramodi,2020-01-24,My young friend Hridayeshwar Singh Bhati’s life journey motivates us all.   He did not let setbacks deter him. His pioneering work makes chess even more popular among the youth.   I hope he continues to innovate and ideate with the same zeal in the times to come.  https://t.co/bKcaiw53lo,en,[]
1113,narendramodi,2020-01-24,Harnessing India’s sporting talent by leveraging the power of technology!   Many budding footballers will thank Arjun Pandey for his innovative spirit.   His work towards recognising sporting skills in rural India is commendable.  More power to him!  https://t.co/1DGXXik4b6,en,[]
1114,narendramodi,2020-01-24,"I am delighted that the very talented Harshita Arora has been conferred the Bal Shakti Puraskar 2020!  She has been focussing on a wide range of sectors. Her passion towards science, technology and human welfare are clearly visible.  https://t.co/DgpZaXbViQ",en,[]
1115,narendramodi,2020-01-24,"A wonderful fusion of innovation and safety of women, as well as concern towards welfare of children!   Aparna Chandrasekharan’s efforts have received laurels both in India and overseas.   Congratulations to her for getting the Bal Shakti Puraskar 2020.  https://t.co/6NCBhAHvhd",en,[]
1119,narendramodi,2020-01-24,"Young Venkatasubramanian did not allow any barriers to hold his spirit back. He has won medals in national abacus competitions. He's also an active scout and an awarded Karate exponent. We are proud of you, Venkatasubramanian. Congrats on winning the Bal Puraskar.  https://t.co/HxGfEfn2LH",en,[]
1123,narendramodi,2020-01-24,Youngsters like Devesh Pankaj Bhaiya are the reason for my optimism about India. He is just 12 and has already written an internationally acclaimed work on light pollution. He's also topped science Olympiads and competitions. I congratulate him on winning the Bal Puraskar.  https://t.co/PeEH2WAP37,en,[]
1118,narendramodi,2020-01-24,"Can you imagine winning the Mathematics Genius Award, bagging gold medals at international Olympiads successively and representing your nation globally by the age of 14? That's what brilliant Yash Mishra has done. Congratulations Yash and all the best for the future.  https://t.co/uKBnPHftiI",en,[]
1111,narendramodi,2020-01-24,The fantastic Paritosh Dahiya has brought children and technology even more closer.   He is a worthy recipient of the 2020 Bal Shakti Puraskar in the field of innovation.   Congratulations to him!  https://t.co/MXOn65Wez2,en,[]
1121,narendramodi,2020-01-24,"Meet Onkar Singh, who wrote ‘When The Time Stops’, a book on theoretical physics at a rather young age. Congratulations Onkar, on winning the Bal Puraskar. Keep writing...  https://t.co/CqiO12IKxU",en,[]
1122,narendramodi,2020-01-24,Winning Hong Kong Mathematics Olympiad- check.  Topping the International Society for Olympiad's competitions- check.  Jennisha Sunil Agrawal makes it look easy but it certainly takes a lot of hardwork!   Congratulations to this amazing Bal Puraskar awardee.  https://t.co/2JOYIU2hCb,en,[]
1116,narendramodi,2020-01-24,Kudos to my young friend Harsh Agrawal on being conferred the Bal Shakti Puraskar 2020. His pathbreaking work in the health sector will benefit several people in the times to come.  Best wishes to him for his future endeavours.  https://t.co/m2uMFQY8rB,en,[]
1110,narendramodi,2020-01-24,"Parth Bansal is a compassionate innovator. He may have made the ‘Utility Stick’ for his grandmother but in the coming days, his work can benefit several people suffering from Parkinson’s.   I am sure Parth will continue to work and innovate with the same energy.  https://t.co/SpKmlyBqP9",en,[]
1106,narendramodi,2020-01-24,"Sivabharathi Anbu Bharathi is doing excellent work in agriculture, particularly helping rice farmers.   He has achieved breakthroughs in raising paddy seedlings. He has also innovated on ways to resolve rice pest infestation.   Glad that he won the Bal Shakti Puraskar 2020.  https://t.co/fbmlvdq2MT",en,[]
1108,narendramodi,2020-01-24,Richard Joseph is amazing! He has provided an affordable and environment friendly solution to controlling pests. His work will help several of our hardworking farmers. I hope more youngsters take inspiration from Richard and innovate for the agriculture sector.  https://t.co/h425d8QPsx,en,[]
1107,narendramodi,2020-01-24,Saving people from floods and frauds….this is what Sagnik Anupam is passionate about.  He has effectively used technology to strengthen our disaster management capabilities.   Congrats on being conferred the Bal Shakti Puraskar 2020.  https://t.co/ceMDXFSFoP,en,[]
1105,narendramodi,2020-01-24,Suneetha Murje Prabhu is making a valuable contribution as far as lowering vector borne diseases in India is concerned.   I congratulate her on winning the Bal Shakti Puraskar 2020 and wish her the very best for her future endeavours.  https://t.co/n1MoK4Jzq2,en,[]
1104,narendramodi,2020-01-24,"Tanish Goel personifies the spirit of hardwork, dedication and innovation. His passion towards saving lives is evident in his work. His efforts have been recognised internationally.   May he keep innovating and realising his dreams!  https://t.co/yihezKJJ95",en,[]
1103,narendramodi,2020-01-24,"Samanyu Pothuraju’s achievements in mountain climbing are extraordinary. Interacting with him, I got to know that he among the youngest to have conquered Mt. Kilimanjaro, which is Africa’s highest peak. Best wishes to him and may he keep scaling greater heights!  https://t.co/gyYFl9o5al",en,[]
1101,narendramodi,2020-01-24,A warm welcome to President @jairbolsonaro!   We are delighted to host him and we look forward to his taking part in our Republic Day celebrations.   His visit will add strength to India-Brazil relations.  https://t.co/Ir5xqBbeSe,en,[]
1098,narendramodi,2020-01-24,The colours of India!  Delighted to interact with young friends from all over the nation. They would be taking part in the Republic Day programme.   Spoke to them on a wide range of subjects.   Here are some glimpses from the programme.  https://t.co/itmNgrbd3B,en,[]
1109,narendramodi,2020-01-24,"Raghav Puri’s works include using AI to ensure better study of history as well as a project to help Alzheimer’s patients.   And yes, he also has done great work in the aviation sector.  Proud of him! Delighted that he got the Bal Shakti Puraskar 2020.  https://t.co/iT8cUSQfh0",en,[]
1124,narendramodi,2020-01-24,"Meet my friend Chirag Falor, a Bal Puraskar awardee. Winner of national and international math and science competitions, he represented India in the International Olympiad Award on Astronomy and Astrophysics. Chirag has a bright future ahead and I wish him success.  https://t.co/B2YPdIsWb3",en,[]
1117,narendramodi,2020-01-24,"Our Yuva Shakti is contributing towards a healthier India!   Meet the dynamic Anmol Rathi, who has worked on an affordable way to enable early detection of pancreatic cancer.   India salutes his innovative zeal.  https://t.co/pdzvk0GEcR",en,[]
1126,narendramodi,2020-01-24,"When youthful energy meets social awareness and a zeal to do something meaningful, we get young leaders like Shaurya Sinha. His social venture connects Divyang sisters and brothers to corporate organisations and finds work opportunities for them. Very happy to meet you Shaurya.  https://t.co/ggLYooCFSH",en,[]
1153,narendramodi,2020-01-24,"Interacting with recipients of Rashtriya Bal Puraskar, 2020. Watch.  https://t.co/aMwRIevyIf",en,[]
1125,narendramodi,2020-01-24,Sukriti Chiripal works with less privileged children in many cities through her NGO and encourages as well as helps them to educate themselves. She has used innovative means to provide books and stationery to needy children. I wish Sukriti the very best in her noble mission.  https://t.co/92gGmweUgo,en,[]
1152,narendramodi,2020-01-24,Interacting with those taking part in our Republic Day celebrations. Watch.  https://t.co/YzHGg0yp2b,en,[]
1151,narendramodi,2020-01-24,"Had a delightful interaction with those who have been awarded the Rashtriya Bal Puraskar, 2020.  India is proud of these youngsters!    https://t.co/0Jnjv9PAvO",en,[]
1150,narendramodi,2020-01-24,Saluting the young music maestro Manoj Atharva Kumar Lohar from Maharashtra.   I wish him a long life and all success in his future musical endeavours as he builds on his skills with Tabla vadan.  https://t.co/kGJ1I8UGkn,en,[]
1149,narendramodi,2020-01-24,"I am pleased to meet the young magician Darsh Malani today. Darsh, who has been creating magic across the world, has also shared the joys of magic with families of martyrs, including Kargil legends. We are proud of you.  https://t.co/PqgZHsBmw0",en,[]
1148,narendramodi,2020-01-24,It was a pleasure to meet Gauri Mishra today who enjoys the honour of being among the youngest pianists of India. I pray to Almighty that you may continue to build on your excellence and earn further laurels for the country.  https://t.co/iTH81Ya9Qf,en,[]
