,username,date,tweet,language,hashtags
871,borisjohnson,2020-05-22,"If you have symptoms of #coronavirus, you should self-isolate and get yourself tested.   Symptoms include:  ⚫ a high temperature  ⚫ a new continuous cough  ⚫ change or loss of smell or taste   To book a test visit:  https://t.co/LVuGupz3Pk  https://t.co/a07bsZlyu0",en,['coronavirus']
872,borisjohnson,2020-05-22,"Seven years on from his murder on a London street, we remember Fusilier Lee Rigby. On this sad day, my thoughts are with his family, friends and colleagues.",en,[]
875,borisjohnson,2020-05-22,"Yesterday I hosted the Hidden Harms Summit at 10 Downing Street, to discuss how we can tackle crimes like domestic abuse and modern slavery.  https://t.co/h2lsk3FWhW",en,[]
874,borisjohnson,2020-05-22,"Today, on the third anniversary of the Manchester Arena attack, we remember the 22 lives which were so cruelly taken. My thoughts are with all of those grieving for the loss of their loved ones.",en,[]
873,borisjohnson,2020-05-22,"It’s so important we all continue to stay alert and follow the rules.   Keep 2 metres from others. Wash your hands regularly.   Self-isolate immediately if you develop a new continuous cough, a high temperature or a change or loss of your sense of taste or smell.  #StayAlert  https://t.co/dbDeA0EXNH",en,['stayalert']
870,borisjohnson,2020-05-23,"If you have symptoms of #coronavirus, you should self-isolate and get yourself tested.   To book a test visit:  https://t.co/LVuGupz3Pk  https://t.co/Hngxgl6n7d",en,['coronavirus']
869,borisjohnson,2020-05-25,"In line with the approach being taken by many other countries, we want to start getting our children back into the classroom, in a way that is as safe as possible.  https://t.co/QGKOrLoqsZ",en,[]
868,borisjohnson,2020-05-26,"If you have symptoms of #coronavirus, you are eligible for testing.  To book a test visit:  https://t.co/LVuGupz3Pk  https://t.co/Vzs0DVDCBP",en,['coronavirus']
867,borisjohnson,2020-05-26,"We’re past the peak, but we can’t get complacent.   Stay alert, keep 2 metres away from others and wash your hands regularly.  #StayAlert  https://t.co/F8x3rypVC7",en,['stayalert']
866,borisjohnson,2020-05-27,"We all have a role to play in beating coronavirus.    #StayAlert, control the virus, save lives.  https://t.co/AcG3TKgDj9",en,['stayalert']
865,borisjohnson,2020-05-27,"Together we have made it through the peak, but we’re not yet back to normal.  Please continue to #StayAlert and keep 2 metres away from others when outside.  https://t.co/yR2DpjxtrK",en,['stayalert']
864,borisjohnson,2020-05-28,"If we are to defeat COVID-19, achieve a global recovery and avoid a future pandemic, then we must work together across borders.  https://t.co/Mbp8BhOWJT",en,[]
863,borisjohnson,2020-05-28,"Today’s clap for carers marks 10 weeks of celebrating our wonderful NHS and carers in this way.   I want to thank each and every one of our wonderful NHS and care workers for the incredible, selfless work they do to look after us all.  https://t.co/ED266uH9RK",en,[]
858,borisjohnson,2020-05-29,"From Monday, we will allow up to 6 people to meet outside provided those from different households continue to strictly observe social distancing rules by staying 2 metres apart.   #StayAlert  https://t.co/JBHdpDqLDj",en,['stayalert']
859,borisjohnson,2020-05-29,"But I must stress that to control the virus, everyone needs to stay alert, act responsibly and strictly observe social distancing rules by staying two metres apart from those who you do not live with. (3/3)",en,[]
857,borisjohnson,2020-05-29,"On International Day of UN Peacekeepers, I want to pay my tribute to the Blue Helmets and many others who do so much to bring peace in areas of the world torn apart by conflict.   #PKDay",en,['pkday']
861,borisjohnson,2020-05-29,"From Monday we will allow up to six people to meet outside, provided those from different households continue strictly to observe social distancing rules by staying two metres apart. (1/3)",en,[]
862,borisjohnson,2020-05-29,"Thanks to your resolve and dedication, the five tests are being met and we can now start to ease some restrictions in England.   As places begin to reopen, we must all continue to #StayAlert and keep 2 metres away from others.  https://t.co/Qgnme5V08N",en,['stayalert']
860,borisjohnson,2020-05-29,"These changes mean friends and family can start to meet their loved ones - perhaps seeing both parents at once, or both grandparents at once. I know that for many this will be a long-awaited and joyful moment. (2/3)",en,[]
856,borisjohnson,2020-05-30,"As we begin to ease some restrictions, it’s so important that we continue to stay alert to the risk of infection.   Keep 2 metres away from others and wash your hands regularly.        #StayAlert  https://t.co/Fztuj8Efjm",en,['stayalert']
855,borisjohnson,2020-05-30,"Thanks to our collective national effort, we have protected our NHS and saved many lives.    Let’s continue to fight this virus by staying alert and keeping 2 metres apart. #StayAlert  https://t.co/9EtUNif28x",en,['stayalert']
854,borisjohnson,2020-05-31,"I know many of you will be enjoying the warmer weather today.    If you’re out exercising or meeting a friend, remember to stay 2 metres apart and wash your hands regularly.   #StayAlert  https://t.co/DXMbvX8hFn",en,['stayalert']
851,borisjohnson,2020-06-01,You are eligible for a test if you have #coronavirus symptoms:   🔵 a high temperature  🔵 a new continuous cough  🔵 loss or change to your sense of smell or taste  More information here:  https://t.co/47UIka9nis  https://t.co/OqaSeZwgP4,en,['coronavirus']
850,borisjohnson,2020-06-01,"At the start of #PrideMonth, I want to thank those in the LGBT community and campaigners for their inspirational work, in fighting tirelessly to overcome the prejudices many face.   Your contribution has helped shape a better future for people in the UK and around the world.",en,['pridemonth']
853,borisjohnson,2020-06-01,"From today, in England, you will be allowed to meet up to five friends in public outdoor places or in your garden. This will be a moment of joy and relief for many.   Please remember to keep 2 metres away from those you don’t live with, and wash your hands regularly.",en,[]
852,borisjohnson,2020-06-01,"As we begin to ease some restrictions in England today, it’s important that we all #StayAlert to the risk of coronavirus.    Remember to wash your hands, stay 2 metres apart, and if you have symptoms, self-isolate and get tested.  https://t.co/0N6PNC4wsZ",en,['stayalert']
849,borisjohnson,2020-06-02,"During #VolunteersWeek I want to say a big thank you to all the volunteers across the UK.    Whether you’ve helped a neighbour with their shopping, or delivered supplies to local hospitals, your kindness and compassion has been admired by us all.   Keep going, and thank you.  https://t.co/Yjt7Qt03Wk",en,['volunteersweek']
848,borisjohnson,2020-06-02,"If you have symptoms of #coronavirus, you should self-isolate and get yourself tested.    Symptoms include:  ⚫ a high temperature  ⚫ a new continuous cough  ⚫ change or loss of smell or taste    To book a test visit:  https://t.co/LVuGupz3Pk  https://t.co/2AqVI5RhOC",en,['coronavirus']
847,borisjohnson,2020-06-02,"If you are contacted by NHS Test and Trace, follow their instructions and self-isolate.    This will help to contain the spread of the virus, protect our NHS and move us closer towards a more normal way of life.    #StayAlert  https://t.co/OvAwTN19AA",en,['stayalert']
846,borisjohnson,2020-06-03,"Britain wants nothing more than for Hong Kong to succeed under “one country, two systems”. I hope that China wants the same. Let us work together to make it so.   https://t.co/yEZSNDGREb",en,[]
845,borisjohnson,2020-06-03,"Thank you for all that you are doing to fight this virus.    As we begin to ease some restrictions, it’s important that we #StayAlert to the risk of infection, and stay 2 metres away from others.  https://t.co/qB5YNBR5pd",en,['stayalert']
844,borisjohnson,2020-06-03,"If you are experiencing symptoms of #coronavirus, you should self-isolate and ask for a test.    Home testing kits are available for anyone with symptoms and members of their household.    You can apply for a test here:  https://t.co/47UIka9nis  https://t.co/kmSzSBoTVE",en,['coronavirus']
840,borisjohnson,2020-06-04,"Let’s continue to fight this virus by staying alert, keeping 2 metres away from others, and regularly washing our hands.    #StayAlert  https://t.co/mC0WZXec6B",en,['stayalert']
842,borisjohnson,2020-06-04,We all have a role to play in beating this virus. Thank you for all that you are doing.   #StayAlert  https://t.co/lPhIojTnp4,en,['stayalert']
843,borisjohnson,2020-06-04,"I have no doubt that the British public will continue to show the same resolve in fighting the virus as they have throughout the outbreak.   We will get through this if we stay alert, control the virus, and in doing so save lives.  https://t.co/mdbHd325Np",en,[]
841,borisjohnson,2020-06-04,"Today I call on countries to back @Gavi, the Global Vaccine Alliance.   Let’s fortify this lifesaving alliance and inaugurate a new era of global health co-operation, which I believe is now the most essential shared endeavour of our lifetimes.",en,[]
838,borisjohnson,2020-06-05,"2/2: Together we rise to fulfil the greatest shared endeavour of our lifetimes: the triumph of humanity over disease, now and for the generations that follow.  https://t.co/tnA0hZx4Uq",en,[]
831,borisjohnson,2020-06-05,"Thank you for all you have been doing to fight the spread of this virus, and to protect our NHS.   We can beat this together.  https://t.co/gXdlVGsxyc",en,[]
832,borisjohnson,2020-06-05,"If you are contacted by an NHS contract tracer who tells you that you have been in contact with someone who has tested positive, you must self-isolate for 14 days.   If everyone follows these guidelines, we can control the spread of the virus, protect our NHS and save lives. 2/2",en,[]
833,borisjohnson,2020-06-05,"If you have coronavirus symptoms (a high temperature, a new continuous cough, or a loss or change to sense of taste or smell) you need to self-isolate and get tested.  There is plenty of capacity and anyone with symptoms is eligible. Order a test from  https://t.co/47UIka9nis 1/2",en,[]
839,borisjohnson,2020-06-05,"1/2: It was a privilege to host yesterday’s Global Vaccine Summit, bringing together countries to vaccinate against the world’s deadliest diseases. The Summit has raised an incredible $8.8bn for @Gavi.  https://t.co/9ub6kaviuf",en,[]
835,borisjohnson,2020-06-05,"As we come through this pandemic and begin to rebuild our economies, it’s time to invest in the industries, infrastructure and jobs that will endure any storm – or even another virus – so we bounce back stronger than before. 3/4",en,[]
836,borisjohnson,2020-06-05,This period has undoubtedly increased our gratitude for and appreciation of the green spaces and nature around us – providing us with respite during such difficult times. 2/4,en,[]
837,borisjohnson,2020-06-05,"Whilst we are all rightly focused on beating coronavirus, we cannot lose sight of the need to protect our people and our planet from the devastating threat of climate change and biodiversity loss if nothing is done. 1/4",en,[]
834,borisjohnson,2020-06-05,"We’re reminded on #WorldEnvironmentDay that nobody can do this alone. That’s why we must move towards a greener, cleaner, and more resilient future, and the UK looks forward to working with countries around the world in the run up to @COP26 in Glasgow next year. 4/4  https://t.co/lhQGTURjCh",en,['worldenvironmentday']
830,borisjohnson,2020-06-06,"Today I am thinking of the men who landed on the beaches of Normandy 76 years ago, who fought and died so that we can be free from the evils of fascism.   We will always be grateful for their courage, and we will always remember their sacrifice.  #DDay76 #DDay  https://t.co/a7WgvK6s8j",en,"['dday76', 'dday']"
829,borisjohnson,2020-06-06,"If you are contacted by an NHS contact tracer who tells you that you have been in contact with someone who has tested positive for coronavirus, you must self-isolate for 14 days.  If everyone follows these guidelines, we can control the virus, protect our NHS and save lives.  https://t.co/ipRa91AU2t",en,[]
828,borisjohnson,2020-06-06,"We all need to #StayAlert, act responsibly, and strictly observe social distancing rules.   Do not meet others inside your home. Stay outdoors, keep 2 metres apart, and wash your hands regularly.  https://t.co/Vb0VWPj9jE",en,['stayalert']
827,borisjohnson,2020-06-07,"The virus spreads more easily indoors, so if you are meeting others today, stay outside and keep 2 metres away at all times.  https://t.co/mUSgo595gQ",en,[]
826,borisjohnson,2020-06-07,We all have a part to play in stopping the spread of coronavirus.   Let’s continue to take extra care by keeping 2 metres apart and washing our hands regularly.   #StayAlert  https://t.co/LmeSUZqIyP,en,['stayalert']
825,borisjohnson,2020-06-07,"Together we have made it through the peak, but we’re not yet back to normal.  Please continue to #StayAlert, keep 2 metres away from others and wash your hands regularly.   If you have symptoms of coronavirus, self-isolate and apply for a home testing kit:  https://t.co/47UIkaqYa0  https://t.co/7icCNU99wK",en,['stayalert']
824,borisjohnson,2020-06-07,People have a right to protest peacefully &amp; while observing social distancing but they have no right to attack the police. These demonstrations have been subverted by thuggery - and they are a betrayal of the cause they purport to serve. Those responsible will be held to account.,en,[]
823,borisjohnson,2020-06-08,"Let us work peacefully and lawfully to defeat racism and discrimination wherever we find it, and let us continue to work together as we put Britain back on its feet.  https://t.co/onUqXbcCGB",en,[]
822,borisjohnson,2020-06-09,"I want to say thank you, from the bottom of my heart, to all carers in the UK helping us through this pandemic.    Whether you work as a carer, or are caring for someone at home, your compassion and strength at this time is a beacon of hope for us all.     #CarersWeek",en,['carersweek']
820,borisjohnson,2020-06-10,"Earlier this week I spoke to members of staff at Foxholes Care Home in Hertfordshire, to thank them all for their work throughout the coronavirus pandemic and beyond.   #CarersWeek  https://t.co/vKCr9pYwMO",en,['carersweek']
821,borisjohnson,2020-06-10,"We must all continue to remember those on the frontline battling this disease, and members of society who are vulnerable - and continue to do all we can to stop the spread of coronavirus.    By doing the right thing and following the rules, you are helping to save lives.",en,[]
819,borisjohnson,2020-06-11,"From this weekend, single adult households, including single parents with children under 18, can form a support bubble with one other household.   We are making this intervention so that those who have been living alone for a long time can reconnect with loved ones.  https://t.co/1OlJXGmUJb",en,[]
818,borisjohnson,2020-06-12,The statue of Winston Churchill in Parliament Square is a permanent reminder of his achievement in saving this country – and the whole of Europe – from a fascist and racist tyranny. 1/8,en,[]
817,borisjohnson,2020-06-12,"It is absurd and shameful that this national monument should today be at risk of attack by violent protestors. Yes, he sometimes expressed opinions that were and are unacceptable to us today, but he was a hero, and he fully deserves his memorial. 2/8",en,[]
816,borisjohnson,2020-06-12,We cannot now try to edit or censor our past. We cannot pretend to have a different history. The statues in our cities and towns were put up by previous generations. 3/8,en,[]
815,borisjohnson,2020-06-12,"They had different perspectives, different understandings of right and wrong. But those statues teach us about our past, with all its faults. To tear them down would be to lie about our history, and impoverish the education of generations to come. 4/8",en,[]
814,borisjohnson,2020-06-12,"As for the planned demonstrations, we all understand the legitimate feelings of outrage at what happened in Minnesota and the legitimate desire to protest against discrimination. 5/8",en,[]
813,borisjohnson,2020-06-12,Whatever progress this country has made in fighting racism - and it has been huge - we all recognise that there is much more work to do. 6/8,en,[]
812,borisjohnson,2020-06-12,But it is clear that the protests have been sadly hijacked by extremists intent on violence. The attacks on the police and indiscriminate acts of violence which we have witnessed over the last week are intolerable and they are abhorrent. 7/8,en,[]
811,borisjohnson,2020-06-12,The only responsible course of action is to stay away from these protests. 8/8,en,[]
810,borisjohnson,2020-06-13,Racist thuggery has no place on our streets. Anyone attacking the police will be met with full force of the law. These marches &amp; protests have been subverted by violence and breach current guidelines. Racism has no part in the UK and we must work together to make that a reality.,en,[]
809,borisjohnson,2020-06-14,"While those affected by Grenfell are not able to gather in person, I want you to know that all of us in this country are with you in spirit.   I remain absolutely committed to uncovering the causes of this tragedy, and ensuring it is never repeated.  https://t.co/m2ZwpEZnLB",en,[]
808,borisjohnson,2020-06-14,"Today I visited Westfield shopping centre in east London, to meet some of the people who work there. They've been working very hard to get ready to reopen tomorrow when we're hoping people will return to the shops.  https://t.co/yx7QDKFm08",en,[]
807,borisjohnson,2020-06-14,"I was delighted to meet those working at Westfield shopping centre, Stratford, where I saw adjustments being made to ensure customers can shop safely.   This week, as shops start reopening in England, remember to follow social distancing rules to protect yourself and others.  https://t.co/uAhZm7yxSt",en,[]
804,borisjohnson,2020-06-15,@AmyCallaghanSNP My thoughts are with Amy and her family. I wish her a speedy and full recovery.,en,[]
805,borisjohnson,2020-06-15,"And if you are feeling lonely or struggling with your mental health, please reach out for help:  https://t.co/tHBIQW32xB    #LonelinessAwarenessWeek (2/2)",en,['lonelinessawarenessweek']
806,borisjohnson,2020-06-15,"I know that the lockdown restrictions have been difficult, and that many will be suffering from loneliness and feelings of isolation.   If you know someone who may be alone at this time, give them a call and let them know that you care.  #LonelinessAwarenessWeek (1/2)",en,['lonelinessawarenessweek']
803,borisjohnson,2020-06-17,"There are few countries in the world who share a closer friendship than Australia and the UK.   Now, as an independent trading nation for the first time in decades, we have the opportunity to turn our shared history and friendship into a world-leading free trade agreement. 🇬🇧🇦🇺  https://t.co/PPWESs3aHq",en,[]
802,borisjohnson,2020-06-17,"I’m proud to call the United Kingdom a friend of New Zealand, and am thrilled that we now have the opportunity to strengthen our alliance by negotiating a new free trade agreement. 🇬🇧🇳🇿  https://t.co/OVMilbAq4G",en,[]
801,borisjohnson,2020-06-18,"The four men we are honouring today – Pierre, Edgard, Daniel and Hubert – symbolise the enduring depth and strength of the friendship between the UK and France. They are heroes who defended us and the whole world from fascism.",en,[]
800,borisjohnson,2020-06-18,"Earlier this week, I was delighted to have an insightful conversation with staff at Charing Cross Hospital. Thank you for all your hard work during this pandemic, and for all that you do to save lives and care for others in need.   #ThankYouNHS  https://t.co/XVodDucAzF",en,['thankyounhs']
799,borisjohnson,2020-06-18,Dame Vera Lynn’s charm and magical voice entranced and uplifted our country in some of our darkest hours. Her voice will live on to lift the hearts of generations to come.,en,[]
798,borisjohnson,2020-06-18,"Thank you to all the fantastic NHS staff I spoke to from Charing Cross Hospital, for all you have done throughout the coronavirus pandemic.  https://t.co/VIVLCZB837",en,[]
797,borisjohnson,2020-06-18,"Welcome to Downing Street, President @EmmanuelMacron 🇬🇧🇫🇷  https://t.co/epDbsYlvM4",en,[]
796,borisjohnson,2020-06-18,"Today I hosted @EmmanuelMacron at @10DowningStreet for the 80th anniversary of General Charles de Gaulle’s Appeal of 18 June. We will never forget the sacrifices that were made for our freedom.   Our countries will forever be neighbours and friends, united by our shared values.  https://t.co/UgZS674M7B",en,[]
794,borisjohnson,2020-06-19,Earlier today I went to Bovingdon Academy to see how they are safely getting kids back into school.  Our £1 billion fund is going to help schools catch up and bounce forward when all schools come back in September.  https://t.co/PwdAFgwHgQ,en,[]
793,borisjohnson,2020-06-20,"It was fantastic to answer the questions of children at Bovingdon Primary Academy yesterday, and talk to them about the government’s new £1 billion fund to support schools and children across England.  https://t.co/hNcjS2MfnU",en,[]
792,borisjohnson,2020-06-20,My thoughts are with all of those affected by the appalling incident in Reading and my thanks to the emergency services on the scene.,en,[]
791,borisjohnson,2020-06-21,I’m appalled and sickened that people should lose their lives in this way. Our thoughts are with the families and friends of the victims.   Thank you to Thames Valley Police for their bravery in tackling the suspect.  https://t.co/BWgyODoIWM,en,[]
790,borisjohnson,2020-06-22,"72 years ago today the Windrush generation began to arrive in the UK. They contributed greatly to rebuilding post-war Britain.  Today we celebrate members of the Windrush generation and their descendants, and their fantastic contribution to Britain. #WindrushDay",en,['windrushday']
789,borisjohnson,2020-06-22,"I was honoured to meet with members of Britain’s Caribbean Community at Downing Street today, on the 72nd anniversary of the arrival of the Empire Windrush to Britain.   #WindrushDay  https://t.co/g8tnPpYlE3",en,['windrushday']
786,borisjohnson,2020-06-23,"From July 4, we will move from 2 metres to ‘1 metre plus’. This means staying one metre apart, plus mitigations which reduce the risk of transmission.   #StayAlert  https://t.co/a8W6B841MY",en,['stayalert']
788,borisjohnson,2020-06-23,"From 4 July we will be easing some restrictions in England. Where it’s not possible to stay two metres apart, people will be advised to keep one metre apart plus mitigations, such as wearing a face covering or ensuring you face away from others.  https://t.co/zWw2Po7BBO",en,[]
787,borisjohnson,2020-06-23,You can read my full statement to Parliament here:   https://t.co/jdWSXjndwT,en,[]
785,borisjohnson,2020-06-24,"From 4 July, your household will be able to meet with one other household at a time, including staying over. You should still remain socially distant from anyone outside your household.  #StayAlert  https://t.co/SSJe5SkakU",en,['stayalert']
784,borisjohnson,2020-06-24,"From July 4 in England, pubs, restaurants, hair salons, and many other businesses will be allowed to reopen - provided they can do so in a way that is COVID-secure, keeping customers and staff safe.  https://t.co/L9ZqCZCnBP",en,[]
783,borisjohnson,2020-06-25,"The government has asked a huge amount of all of you, and you have met that challenge with good humour and common sense.   Of course, the fight is far from over. We must all continue to stay alert to the risk of infection, and maintain social distancing.  https://t.co/Jb6ZVZPzfz",en,[]
782,borisjohnson,2020-06-25,"Fantastic news that we are recruiting so many more doctors and nurses to our NHS.   There are now 6,000 more doctors than a year ago, and 12,000 more nurses.",en,[]
781,borisjohnson,2020-06-25,"From today, you can see all the data we used to present at the press conferences on the new public dashboard here. This will be updated daily.    https://t.co/9A69662pCv",en,[]
780,borisjohnson,2020-06-26,"Deeply saddened by the terrible incident in Glasgow, my thoughts are with all the victims and their families.   Thank you to our brave emergency services who are responding.",en,[]
779,borisjohnson,2020-06-26,"Congratulations to Ireland 🇮🇪 on forming a new Government and to @MichealMartinTD on becoming Taoiseach. Ireland is our closest neighbour, good friend and ally on issues such as climate change, the global fight against Covid-19 and our shared values on human rights and democracy.",en,[]
775,borisjohnson,2020-06-27,"Whilst we have been able to carefully ease some restrictions, we must #StayAlert to the very real risks of coronavirus.   I would urge everyone to please remain vigilant this weekend and stick to the social distancing guidelines. If we let our guard down, cases will rise.",en,['stayalert']
778,borisjohnson,2020-06-27,We proudly salute our Armed Forces 🇬🇧  #ArmedForcesDay  https://t.co/Z5TrDKB3BS,en,['armedforcesday']
777,borisjohnson,2020-06-27,Businesses all over the country are getting ready to open their doors again on the 4 July.   Yesterday I heard from @PizzaPilgrims staff about how they’re making their restaurant COVID-19 Secure so customers can enjoy their pizza safely.  https://t.co/19B4xd3KtX,en,[]
776,borisjohnson,2020-06-27,"While nothing can properly mirror the joy of Pride celebrations in our towns and cities, #GlobalPride is a unique opportunity for people to connect with one another, in unity, across all nations. I send my best wishes to all in the LGBT community celebrating today.",en,['globalpride']
774,borisjohnson,2020-06-28,"We want to build our way back to health. If Covid was a lightning flash, we’re about to have the thunderclap of the economic consequences.  We’re going to be ready.  Read my full interview with The Mail on Sunday here:  https://t.co/DX9tIURqKI  https://t.co/y0mUpgCJru",en,[]
773,borisjohnson,2020-06-28,"Earlier this week, I visited Pizza Pilgrims with Chancellor @RishiSunak, to see first-hand the measures they are putting in place to protect customers and staff from coronavirus.  https://t.co/ocp9wQMQAg",en,[]
772,borisjohnson,2020-06-29,"As we bounce back from the pandemic, it’s important we lay the foundations for a country where everyone has the opportunity to succeed.  This £1 billion investment will make sure our schools and colleges are fit for the future, with better facilities and brand new buildings.  https://t.co/OJSJ2Otuat",en,[]
768,borisjohnson,2020-06-30,"We will build the foundations now for future prosperity, to make this country the best place in the world to live 🇬🇧  https://t.co/pItk3ZoX7a",en,[]
770,borisjohnson,2020-06-30,"Today I have set out a new deal for Britain, to deliver jobs, skills and infrastructure.   Read more here:  https://t.co/5jtpvevPh8  https://t.co/IlbKknBisx",en,[]
771,borisjohnson,2020-06-30,"I've just spoken with Sir Peter Soulsby, Mayor of Leicester, on the response to the local outbreak.   We've agreed to stay in close contact as we monitor the situation &amp; I want to thank the people of Leicester for their forbearance which is vital in controlling the virus.",en,[]
769,borisjohnson,2020-06-30,"Too many parts of this country have felt left behind.   I want you to know that this government is on your side, and we have a plan to unite and level up the whole country.  https://t.co/w80w3wY278",en,[]
766,borisjohnson,2020-07-01,"We’re investing an additional £14bn in schools and launching a ten year school building programme, so that every child can receive a fantastic education and opportunities to succeed.  https://t.co/vXJ5l62izL",en,[]
765,borisjohnson,2020-07-01,"We have a mission to unite and to level up our country, by getting people back into work and getting the virus under control.  https://t.co/2mgoqeaGRK",en,[]
764,borisjohnson,2020-07-01,"The NHS represents the very best of us, and we will always be there to support it.  https://t.co/a8mIq0LtPi",en,[]
763,borisjohnson,2020-07-01,"We are committed not only to defeating coronavirus, but also to tackling the great unresolved challenges of our time.    To build more homes, invest in our NHS, schools &amp; police, and to mend the gap in opportunity, productivity and connectivity between the regions of the UK.",en,[]
767,borisjohnson,2020-07-01,"This is the moment to be ambitious, to believe in Britain and to rise to the scale of the challenge and the opportunity. 🇬🇧  https://t.co/SLMle6g5jg",en,[]
762,borisjohnson,2020-07-02,"Earlier this week, I was honoured to speak to members of the ambulance service in the North East about how they have responded to the coronavirus pandemic. Thank you all, so much, for your work throughout the pandemic.  https://t.co/EGVJqO9e9q",en,[]
761,borisjohnson,2020-07-02,"Today I spoke to business leaders who are supporting the government's #EnjoySummerSafely campaign.   As more hospitality and leisure businesses open from this weekend, everybody must follow the COVID-19 Secure guidelines wherever they are to protect themselves and others.  https://t.co/KWS0AidQE6",en,['enjoysummersafely']
760,borisjohnson,2020-07-03,"As we cautiously come out of hibernation, it is absolutely vital for us to set out the way ahead.   We are launching a ten-year plan to build more schools and facilities, and reforming the planning system so that we can build the homes we need.  https://t.co/05rblZEdbp",en,[]
759,borisjohnson,2020-07-03,"Let’s all stay alert, control the virus, save lives – and enjoy summer safely.  https://t.co/KTN2uWnEU8",en,[]
758,borisjohnson,2020-07-04,Our goal remains to enable as many people as possible to live their lives as close to normally as possible in a way which is as fair and as safe as possible.  https://t.co/q6SMGxtNst,en,[]
757,borisjohnson,2020-07-04,"Places of worship are at the heart of so many communities, which is why I am delighted that thousands of churches, mosques, synagogues, gurdwaras and temples are preparing to welcome back their congregations safely for communal prayer and religious practice.",en,[]
756,borisjohnson,2020-07-04,"Places of worship have been working hard to make their buildings COVID-19 Secure, but please check yours is ready before you leave home and work with them to make sure you and your loved ones stay safe.",en,[]
755,borisjohnson,2020-07-04,"As pubs and restaurants open across England today, it’s absolutely vital that everyone follows the rules on social distancing.  We’ve worked so hard and together saved so many lives.  Stick to the rules this weekend, keep apart from others and wash your hands several times a day.",en,[]
754,borisjohnson,2020-07-04,The NHS represents the very best of us and we will always be there to support it.,en,[]
750,borisjohnson,2020-07-05,"This evening I was honoured to host those who looked after me at St Thomas’ Hospital at Downing Street, as we celebrate 72 years of our incredible NHS.  https://t.co/6LGAzAXZI5",en,[]
751,borisjohnson,2020-07-05,"Thank you to the whole NHS family and all of our carers for all you have done and continue to do to keep us well and cared for.   In these past few months, indeed the past 72 years, you have represented the very best of this country. Our gratitude to you will be eternal. #NHS72  https://t.co/h4aWPO9YNT",en,['nhs72']
753,borisjohnson,2020-07-05,A very happy birthday to our National Health Service!  #ThankYouNHS  https://t.co/4169rjNPn2,en,['thankyounhs']
752,borisjohnson,2020-07-05,"We will not just bounce back, we will bounce forward. Stronger, better and more united than ever before.  https://t.co/2WUkozXsRP",en,[]
749,borisjohnson,2020-07-06,"Today I visited the site of a new factory in East Yorkshire which will be building tube trains for the London Underground. This project will create over 2,000 jobs and is just one example of how we're using infrastructure, technology and education to unite &amp; level up our country.  https://t.co/Xh1OP84Ovt",en,[]
748,borisjohnson,2020-07-07,"Today we remember all those who lost their lives in the London bombings, 15 years ago.    My heart goes out to all those who were there that day, living still with the memory of those horrific events, and all those grieving loved ones.",en,[]
747,borisjohnson,2020-07-07,"We’ve announced a £1.57 billion package to support our brilliant theatre and creative sectors.  There will have to be some creativity in making our theatres COVID-19 Secure, but we can do it and we’re working very hard with the sector to get it done.  https://t.co/edbdxyttIy",en,[]
746,borisjohnson,2020-07-07,Over the weekend I welcomed staff from St Thomas’ hospital who looked after me whilst I had coronavirus at Downing Street.  It was wonderful to celebrate the NHS’s 72nd birthday with some of those who have done so much in the fight against the virus.  https://t.co/4NE7ECc5Kl,en,[]
745,borisjohnson,2020-07-07,"No one who was in London on 7 July 2005 will ever forget what they experienced that day.   As we remember those who were lost and pledge once again to support those who survived, our message is as clear and simple as it was 15 years ago.  We are not afraid.  https://t.co/Folc8NRydk",en,[]
744,borisjohnson,2020-07-09,"I’m delighted to see record numbers of nurses and midwives now working in our NHS as we work towards delivering 50,000 more nurses in this parliament.  Nurses have saved countless lives during the pandemic and we are so grateful for all that they do for us, and for our NHS.  https://t.co/8zIcxqEXEe",en,[]
743,borisjohnson,2020-07-09,Tomorrow I’ll be hosting another episode of the #PeoplesPMQs.    Send me your questions here:  https://t.co/lZOlW960OF  https://t.co/ybK17NjvPq,en,['peoplespmqs']
742,borisjohnson,2020-07-10,"Your final months of school have coincided with the greatest crisis our country has faced since the Second World War. Thanks to your sacrifice, we have saved hundreds of thousands of lives.    And we can’t wait to see the new world that you’re going to help us to build.  https://t.co/qY9IXFN2ZX",en,[]
741,borisjohnson,2020-07-10,"80 years ago today our brave airmen took to the skies to defend this country. It was these few, as Churchill said, who turned the tide of the war and defended these islands from fascism and tyranny.   Today we remember their bravery and sacrifice. #BattleOfBritain  https://t.co/DGEZur1vJh",en,['battleofbritain']
740,borisjohnson,2020-07-10,Watch me answer your questions in the latest #PeoplesPMQs  https://t.co/yVf6C6apxD,en,['peoplespmqs']
739,borisjohnson,2020-07-10,"It was great to visit some local businesses in Uxbridge today, and see how they’ve been working hard to make their premises COVID-19 Secure.   If you’re out this weekend be sure to follow the guidelines on social distancing. #StayAlert  https://t.co/54eCyvOa9D",en,['stayalert']
733,borisjohnson,2020-07-11,It was fantastic to be back answering your questions at #PeoplesPMQs yesterday.  You can watch the full episode here:  https://t.co/uFlRotPZeO  https://t.co/DOBzbwcwFH,en,['peoplespmqs']
734,borisjohnson,2020-07-11,"As we return to the many pubs, restaurants and sports grounds that we love, we must continue to follow the COVID Secure guidelines.   They may take some time to get used to, but by observing them we are all doing our bit to keep ourselves, our families and our communities safe.",en,[]
